smiles,solvent,abs
CN(C)c1ccc(-c2ccc(-c3cc(-c4ccccc4)c(-c4ccccc4)c(-c4ccccc4)c3-c3ccccc3)nc2)cc1,ClC(Cl)Cl,332.0
CCCCOC(=O)/C=C/C1=C(C)C2=Cc3c(C)c(/C=C/C(=O)OCCCC)c(C)n3[B-](F)(F)[N+]2=C1C,CCO,560.0
COc1ccc(C2=CC(=C3C=CC(=[O+]C)C=C3)O[B-](C(C)=O)(C(C)=O)O2)cc1,ClC(Cl)(Cl)Cl,405.0
N#CC1=c2c3cccc4c(Br)ccc(c43)n2[B-](F)(F)[n+]2ccccc21,CCCCCC,528.0
O=c1c2ccccc2sc2ccccc12,CC(C)O,377.0
C(#Cc1ccc(C#Cc2ccc(C#Cc3ccccc3)cc2)cc1)c1ccccc1,ClC(Cl)Cl,345.0
COc1ccc(-c2cc(=C3C=CC(=[O+]C)C=C3)n3c2=Nc2c(-c4c(F)ccc(O)c4F)cc(-c4ccc(OC)cc4)n2[B-]3(F)F)cc1,C1CCOC1,694.0
N#CC(C#N)=Cc1ccc(/C=C/c2ccc(-c3cc4ccccc4s3)s2)cc1,CC(C)=O,439.0
Cc1ccc(C2=C3C=CC(/C=C/c4ccccc4)=[N+]3[B-](F)(F)n3c(Cl)ccc32)cc1,C1CCCCC1,569.0
COc1cc(OC)cc(-c2nnc(-c3cccc(-c4nnc(-c5cc(OC)cc(OC)c5)o4)c3)o2)c1,CCO,288.0
Nc1ccc2c(c1)C=CC1=C3C=c4c(c5ccccc5c5ccccc45)=[N+]3[B-](F)(F)N12,ClCCl,482.0
N=c1[nH]c2ccc([N+](=O)[O-])cc2s1,ClCCl,346.0
COc1cc(N(c2ccccc2)c2ccccc2)ccc1C=C(C#N)C#N,CCOC(C)=O,439.0
COC(=O)C(Cc1ccc2oc(-c3ccc(Nc4ccccc4)cc3)nc2c1)N=C(O)OC(C)(C)C,CC(C)=O,349.0
CCCN1C(=CC=C(C=CC2=[N+](CCC)c3ccccc3C2(C)C)c2ccc([N+](=O)[O-])cc2)C(C)(C)c2ccccc21,O,635.0
CC1=N/C(=C\c2ccncc2)C(=O)N1C,C1COCCO1,357.0
O=C(c1ccc(-n2c3ccccc3c3cc(-n4c5ccccc5c5ccccc54)ccc32)cc1)c1ccc(-n2c3ccccc3c3cc(-n4c5ccccc5c5ccccc54)ccc32)cn1,Cc1ccccc1,345.0
CCC1=C(C)C2=Cc3cc4c(cc3B(O)N2C1=O)OCO4,CC#N,383.0
CC1=C([Se]c2ccccc2)C(C)=[N+]2C1=C(c1c(C)cc(C)cc1C)c1c(C)c([Se]c3ccccc3)c(C)n1[B-]2(F)F,CN(C)C=O,518.0
O=C(O)c1ccc(-c2ccc3c(c2)[nH]c2cc(N(c4ccccc4)c4ccccc4)ccc23)cc1,C1COCCO1,374.0
CC[n+]1c(C=C2C=C(C=Cc3cn(CCCCCC(=O)O)c4ccccc34)CC(C)(C)C2)sc2ccccc21,O,503.0
CC1(C)c2ccccc2N(c2ccccc2)c2ccc(-c3ccc(/C=C(\C#N)C(=O)O)s3)cc21,C1CCOC1,466.0
c1ccc(-c2nc(-c3cccc4ccccc34)n3ccccc23)cc1,ClCCl,357.0
c1ccc(-c2cnc3nn4ccccc4c3c2)cc1,C1CCOC1,383.0
C[C@]12C(O)=NC(=O)N([C@H]3CC(O)[C@@H](CO)O3)[C@H]1[C@H]1Oc3cc4oc(=O)ccc4cc3[C@H]12,CCO,327.0
CCc1c(CC)c(CC)n2c(c1CC)c(C=O)c1ccccc12,CS(C)=O,409.0
CCCCn1c2cc(-c3ccc(-c4cncc(-c5ccc(-c6ccc7c8ccc(N(c9ccccc9)c9ccccc9)cc8n(CCCC)c7c6)s5)c4)s3)ccc2c2ccc(N(c3ccccc3)c3ccccc3)cc21,C1COCCO1,388.0
Cc1ccc(C2=C3C=C(I)C=[N+]3[B-](F)(F)n3c2cc(I)c3I)cc1,CCOC(C)=O,557.0
N#CC(=Cc1ccc(-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)s2)cc1)C(=O)O,C1CCOC1,427.0
COc1ccc2c(c1)-c1cc(OC)ccc1C2=O,CC#N,376.0
CCn1c2ccccc2c2cc(C=Cc3cccc[n+]3CCCS(=O)(=O)[O-])ccc21,C1CCOC1,437.0
CCN(CC)C(=O)c1ccc2ccc3c(N4CCCCC4)ccc4ccc1c2c43,CCCCCC,359.0
C[O+]=C1C=CC(=C2c3c(C)cc(C)n3[B-](F)(F)n3c(C)c(C=O)c(C)c32)C=C1,ClCCl,494.0
O=C(O)c1ccc(-c2cnc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)s2)cc1,CO,387.0
CCc1c(C)c2n(c1C)[B-](F)(F)[N+]1=C(Sc3ccc(C)cc3)C(C)=C(C)C1=C2Sc1ccc(C)cc1,ClCCl,582.0
F[B-]1(F)n2c(ccc2-c2cccc3ccccc23)C(c2c(Cl)cccc2Cl)=C2C=CC=[N+]21,C1CCOC1,537.0
CC1=CC(C)=[N+]2C1=C(c1ccccc1O)c1c(C)cc(C)n1[B-]2(F)F,ClC(Cl)Cl,506.0
CC1=C(Cc2ccccc2)C(C)=[N+]2C1=C(C)c1c(C)c(-c3csc(N4CCOCC4)n3)c(C)n1[B-]2(F)F,ClCCl,522.0
CCCCCC(CC)N1C(=O)C2=C(c3ccc(-c4ccc5c6c(-c7ccccc7)c7c(c(-c8ccccc8)c6n(C(CC)CCCCC)c5c4)c4ccccc4n7C(CC)CCCCC)cc3)N(C(CC)CCCCC)C(=O)C2=C1c1ccc(-c2ccc(/C=C(\C#N)C(=O)O)cc2)cc1,ClCCl,508.0
CCCCOC1=C2C=CC=[N+]2[B-](F)(F)n2cccc21,CC(C)=O,439.0
Cc1cc(C)c(C2=C3C=CC=[N+]3[B-](F)(F)n3c(/C=C/N4CCCCC4)ccc32)c(C)c1,CCCCCC,568.0
CCCCCCc1cc(=c2sc(=c3sc(=c4ccc5c(c4)C=CN(CC(=O)O)C=5)cc3CCCCCC)cc2CCCCCC)sc1=C1C=CC(=[N+](c2ccc(-c3ccc(OCCCC)cc3OCCCC)cc2)c2ccc(-c3ccc(OCCCC)cc3OCCCC)cc2)C=C1,ClC(Cl)Cl,485.0
CN1C=CC(=C2C=CC(=O)C=C2)C=C1,O,394.0
CN1C(=O)/C(=C/c2ccncc2)N=C1/C=C/c1ccncc1,CCOC(C)=O,408.0
CC1=[N+]2C(=C(c3c4ccccc4c(-c4ccccc4)c4ccccc34)c3ccc(C)n3[B-]2(F)F)C=C1,ClCCl,518.0
CCCCCC(=O)Nc1ccc(C(=O)/C=C/c2ccc(N(C)CCO)cc2)cc1,CS(C)=O,427.5
c1ccc2c(c1)CCc1c-2cnc2c1-c1ccccc1CC2,CCCCCC,323.0
CC(=O)c1ccc(-c2c3cc([N+](=O)[O-])ccc3nn2C)s1,ClCCl,385.0
COc1ccc2cc(/C=C/c3ccc([N+](=O)[O-])cc3)c(=O)oc2c1,CC#N,392.0
Cc1cc2cccc3cnc1n32,CO,411.0
CCCCN1C(=c2ccc(=c3ccc(=c4ccc(=C5[N+](CCCC)=c6ccccc6=[N+]5CCCC)cc4)cc3)cc2)N(CCCC)c2ccccc21,O,303.0
CC1=C2C=C(c3ccc(C(C)(C)C)cc3)C=[N+]2[B-](F)(F)n2c(C)cc(C)c21,CC(C)=O,519.0
CCCCCCCCCCCCOC(=O)C1=C2C(C)=CC(C)=[N+]2[B-](F)(F)n2c(C)cc(C)c21,CCO,510.0
C[O+]=C1C=CC(=C2c3cc(Cl)c(C#Cc4ccccc4)n3[B-](F)(F)n3c2cc(Cl)c3C#Cc2ccccc2)C=C1,C1CCOC1,637.0
CCCCc1ccc(C2=C(c3ccc(-c4ccc(C)cc4)cc3)C3=C(c4ccc(-c5ccc(C)cc5)cc4)c4c(-c5ccc(-c6ccc(C)cc6)cc5)c(-c5ccc(CCCC)cc5)c(-c5ccc(CCCC)cc5)n4[B-](F)(F)[N+]3=C2c2ccc(CCCC)cc2)cc1,ClCCl,586.0
CCN(CC)c1ccc2cc(/C=C(\C#N)c3nc4ccccc4s3)c(=O)oc2c1,CS(C)=O,525.0
[NH2+]=c1ccc2c(-c3ccc(F)cc3)c3ccc(N4CCCCC4)cc3oc-2c1,O,535.0
CN(C)c1ccc(/C=C/c2nc3ccccc3s2)cc1,CCOC(C)=O,391.0
O=Cc1ccc(C2=C3C=CC=[N+]3[B-](F)(F)n3cccc32)cc1,C1CCOC1,506.0
CCN1C(=CC2=C([O-])C(=CC3=[N+](CC)c4ccccc4C3(C)C)C2=O)C(C)(C)c2ccccc21,CO,628.0
Cc1nc(Cl)c2cc(-c3nnc(-c4ccc(Cl)cc4)o3)ccn12,ClCCl,273.0
Cc1ccc(-c2c3nc(c(-c4ccc(C)cc4)c4ccc([nH]4)c(-c4ccc(C)cc4)c4nc(c(-c5ccc(C)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1,ClCCl,417.0
COc1ccc(/C=C/C=C/C=C/c2ccc([N+](=O)[O-])cc2)cc1,CC#N,412.0
CCCCCN(c1ccccc1)c1ccc2c(c1)C(CC)(CC)c1cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)s3)ccc1-2,CN(C)C=O,418.0
CN(CCO)c1ccc(/C=C/C(=O)c2ccc(NC(=O)c3cccc(F)c3F)cc2)cc1,CS(C)=O,432.0
O=C([O-])c1ccccc1,CCO,634.0
c1ccc(-n2c(-c3ccc(-c4ccc(-c5ccc(-c6nc7c8ccccc8c8ccccc8c7n6-c6ccccc6)cc5)cc4)cc3)nc3ccccc32)cc1,ClCCl,340.0
C(#Cc1ncnc2ccccc12)c1ccc(N(c2ccccc2)c2ccccc2)cc1,ClCCl,411.0
CCCC1=Cc2nc1ccc1[nH]c(cc1CCOC)c1nc(ccc3[nH]c2cc3CCC)C(CCOC)=C1,Cc1ccccc1,638.0
CCN(CC)c1ccc2cc3c([o+]c2c1)-c1ccc(N(C)C)cc1CC3,O,604.0
CN(C)c1ccc2c(c1)C(C)(C)c1cc(C=C(C#N)C#N)ccc1-2,ClC(Cl)Cl,486.0
c1cc2ccc3sc4ccc5cccc6c(c1)c2c3c4c56,ClC(Cl)Cl,412.0
CC(=O)c1ccc2ccc3c(NCCC(O)=NCCCCCCc4nc5c(O)nc(=N)[nH]c5n4[C@H]4C[C@H](O)[C@@H](CO)O4)ccc4ccc1c2c43,CCO,451.0
COc1ccc(/C=C/c2ncc(-c3ccccc3)o2)cc1OC,ClCCl,355.0
c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,C1COCCO1,276.0
O=C(O)CCc1c2ccccc2cc2ccccc12,CO,366.0
CC1=CC(C)=[N+]2C1=C(c1ccc3cccnc3n1)c1c(C)cc(C)n1[B-]2(F)F,ClCCl,506.0
O=CC1=C(c2ccc(-c3cccs3)s2)CC1,c1ccncc1,395.0
CC(C)(C)c1cc2ccc3cccc4c3c2c(c1)c1nc2c3cc(C(C)(C)C)cc5ccc6cccc(c(=O)n2c41)c6c53,CC(C)=O,391.0
CN(C)c1ccc2nc(-c3ccccc3)sc2c1,c1ccccc1,364.0
CCCCCCOc1ccc(C#Cc2ccc(-c3ccc(-c4ccc(C#Cc5ccc(OCCCCCC)c(OCCCCCC)c5)s4)c4nsnc34)s2)cc1OCCCCCC,Cc1ccccc1,500.0
N#C/C(=C\[C@@H]1COc2c(COCCCCCCCCOCc3sc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)c4c3OC[C@@H](/C=C(\C#N)C(=O)O)O4)sc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c2O1)C(=O)O,ClC(Cl)Cl,501.0
CCC1=C(C)C2=C(c3cccc(NC(S)=Nc4ccccc4)c3)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,ClCCl,526.0
N#CC(=Cc1ccc(N(c2ccc(N3c4ccccc4Sc4ccccc43)cc2)c2ccc(N3c4ccccc4Sc4ccccc43)cc2)cc1)C(=O)O,CC#N,422.0
F[B-]1(F)n2cccc2C(=C2C=CC(=[N+](CCn3cc(-c4ccccc4)nn3)CCn3cc(-c4ccccc4)nn3)C=C2)c2cccn21,C1CCOC1,496.0
Cc1cc(C)n2c1C(Cl)=C1C=CC=[N+]1[B-]2(F)F,C1CCOC1,495.0
CCN1c2ccc(/C=N/Nc3ccccn3)cc2Sc2cc(-c3ccc(C#N)cc3)ccc21,Cc1ccccc1,386.0
c1ccc([B-]23N=C(C4CCCCC4)Nc4cccc([n+]42)N=C(C2CCCCC2)N3)cc1,ClCCl,416.0
CCOC(=O)c1ccccc1-c1c2ccc(N(CC)CC)cc2[o+]c2c1c(=O)oc1cc(N(CC)CC)ccc12,ClC(Cl)Cl,601.0
CC1(C)OC(=C(C#N)C#N)C(Sc2ccccc2)=C1/C=C/c1ccc(N(c2ccccc2)c2ccccc2)cc1,ClC(Cl)Cl,503.0
FC(F)(F)c1ccc(B2c3ccccc3Nc3ccccc32)c(C(F)(F)F)c1,ClCCl,388.0
CN(C)c1ccc(/C=C2\CC/C(=C\c3ccc(N(C)C)cc3)C2=O)cc1,ClCCl,464.0
CN(c1ccccc1)c1ccc(/C=C2\C(=O)c3ccccc3S2(=O)=O)cc1,C1COCCO1,466.0
CC(C)[Si]1(C(C)C)c2cc(C=O)ccc2-c2ccc(N(c3ccccc3)c3ccccc3)cc21,CCO,396.0
NS(=O)(=O)c1ccc(N2N=C(c3ccc(O)cc3)CC2c2ccccc2)cc1,CC#N,358.0
C[O+]=C1C=CC(=C2c3cccn3[B-](F)(F)n3c2ccc3-n2cc(CCCCO)nn2)C=C1,ClC(Cl)Cl,523.0
CCC1(CC)c2cc(N(c3ccccc3)c3ccccc3)ccc2C2C=CC(c3ccc(/C=C(\C#N)C(=O)O)s3)=CC21,CC(C)=O,406.0
CONc1c([N+](=O)[O-])cc(C(=O)OCC(=O)c2ccc3ccc4cccc5ccc2c3c45)cc1[N+](=O)[O-],CO,394.0
O=c1oc2ccccc2nc1-c1ccccc1,c1ccccc1,332.0
CCCOc1cc2c(C(C)(C)C)c(c1)Cc1cc(OCCCCC(=O)OCc3cc(/C=C(\C#N)C(=O)O)sc3-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc(c1C(C)(C)C)Cc1cc(OCCC)cc(c1C(C)(C)C)Cc1cc(OCCCCC(=O)OCc3cc(C=C(C#N)C(=O)O)sc3-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc(c1C(C)(C)C)C2,ClCCl,451.0
CC1c2cc(-c3cccc4ccccc34)ccc2-c2cc3nc(-c4ccccc4)c(-c4ccccc4)nc3cc21,CS(C)=O,391.0
COc1cc2nc3c4cc(Oc5ccc(C(C)(C)C)cc5)c5c6c(Oc7ccc(C(C)(C)C)cc7)cc7c8c(cc(Oc9ccc(C(C)(C)C)cc9)c(c9c(Oc%10ccc(C(C)(C)C)cc%10)cc(c(=O)n3c2cc1OC)c4c95)c86)C(=O)OC7=O,ClCCl,626.0
COc1ccc(-c2c3c(n4cc(C(C)=O)ccc24)C(=O)N(CCN=C(O)OC(C)(C)C)C3)cc1,ClCCl,354.0
CCN(CC)c1cccc2c1ccc1c(=O)oc(-c3ccc(C(F)(F)F)cc3)cc12,CO,391.0
Cc1ccc(Nc2ccc(Nc3ccc(C)cc3)c3c2C(=O)c2ccccc2C3=O)cc1,c1ccccc1,642.0
CC1(C)CC(=O)C2=C(C1)Oc1ccc3cc(O)ccc3c1C2c1ccccn1,O,347.0
CCCCCCN1c2ccc(-c3ccc(/C=C(\C#N)C(=O)O)s3)cc2S(=O)(=O)c2cc(-c3ccc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)s3)ccc21,C1CCOC1,416.0
CN(C)c1ccc(/C=C/C=C2\CCCC2=O)cc1,CC#N,409.0
c1ccc(N(c2ccccc2)c2cc3c4c(c2)N(c2ccccc2)c2cc5c(cc2B4c2ccccc2N3c2ccccc2)B2c3ccccc3N(c3ccccc3)c3cc(N(c4ccccc4)c4ccccc4)cc(c32)N5c2ccccc2)cc1,Cc1ccccc1,457.0
CC1=CC(C)=[N+]2C1=C(C)c1c(C)c(C(=O)OC(C)C)c(C)n1[B-]2(F)F,ClCCl,494.0
CCN1c2ccc(C=C3SC(=S)N(CC(=O)O)C3=O)cc2CCc2cc(C=C3SC(=S)N(CC(=O)O)C3=O)ccc21,CN(C)C=O,445.0
CN(C)c1cc(C#N)c(N(C)C)c(C#N)c1,ClCCCl,394.0
CN1C(=CC=C2CC(C3CC(/C=C/C4=C(C#N)C(=C(C#N)C#N)OC4(C)C)=C(Cl)/C(=C/C=C4/C(C#N)=C(C(=C=[N-])C#N)OC4(C)C)C3)CC(C=CC3=[N+](C)c4ccccc4C3(C)C)=C2Cl)C(C)(C)c2ccccc21,CS(C)=O,913.0
COC(=O)C(Cc1ccc2oc(-c3ccc(N(C)c4ccccc4)cc3)nc2c1)N=C(O)OC(C)(C)C,ClC(Cl)Cl,352.0
C#CC1CN2CCC1CC2[C@@H](O)c1ccnc2ccc(OC)cc12,C1CCOC1,332.0
CCCCCCCC[Si]1(CCCCCCCC)c2cc(C#Cc3ccc(-n4c5ccccc5c5ccccc54)s3)sc2-c2sc(/C=C(\C#N)C(=O)O)cc21,C1CCOC1,450.0
N#C/C(=C\c1cn(-c2ccccc2)nc1-c1ccc([N+](=O)[O-])cc1)c1nc2ccccc2s1,CN(C)C=O,376.0
F[B-]1(F)N2C=CC=CC2=Nc2cccc[n+]21,OC(F)(F)CF,377.3999938964844
CCCCN1c2ccc(C=C3SC(=S)N(CC(=O)O)C3=O)cc2Sc2cc(-n3c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)ccc43)ccc21,ClCCl,481.0
F[B-]1(F)n2c(cc(Br)c2-c2ccc[nH]2)C(c2ccccc2)=C2C=C(Br)C(c3ccc[nH]3)=[N+]21,CO,681.0
COc1cccc(-n2c(-c3ccc(O)cc3)nc(C)c2C)c1,C1COCCO1,288.0
c1ccc2c(-n3cnc4ccccc43)cccc2c1,C1CCOC1,282.0
CSC1=C2C=CC=[N+]2[B-](F)(F)n2cccc21,OC(F)(F)CF,497.0
Cc1cc(C)c(C2=C3C=CC=[N+]3[B-](F)(F)n3cc([Si](C)(C)[Si](C)(C)C)cc32)c(C)c1,CO,512.0
Cc1cc(/C=C/c2cc(O)ccc2O)n2c1C=C1C=CC=[N+]1[B-]2(F)F,CS(C)=O,568.0
N#Cc1c(-c2ccc([N+](=O)[O-])cc2)cc(-c2ccc([N+](=O)[O-])cc2)nc1O,CS(C)=O,448.0
CCCC(C)c1cn(-c2ccc3n2[B-](F)(F)[N+]2=C(NCc4ccc5c(c4)OCO5)C=CC2=C3c2ccc(N)cc2)nn1,CS(C)=O,474.0
CCCCCCc1ccc(-c2ccc(-c3ccc4c(c3)Oc3cc(C=C(C#N)C(=O)O)ccc3N4CCCCCC)s2)s1,C1CCOC1,467.0
CCCCCCn1c(=O)c2c3[nH]c4cc5sc6c([nH]c5cc4sc3c3c(=O)n(CCCCCC)c(=O)c3c2c1=O)c1c(=O)n(CCCCCC)c(=O)c1c1c(=O)n(CCCCCC)c(=O)c61,ClCCl,549.0
CCCCCCN1c2ccc(C#Cc3ccc(C#Cc4ccc5c(c4)Sc4cc(/C=C(/C#N)C(=O)O)ccc4N5CCCCCC)cc3)cc2Sc2cc(/C=C(/C#N)C(=O)O)ccc21,C1CCOC1,448.0
O=C(O)CN1C(=O)/C(=C/c2ccc(-c3nc(-c4ccccc4)c(-c4ccccc4)[nH]3)cc2)SC1=S,CCO,421.0
c1ccc2c(-n3c4ccccc4c4ccccc43)cccc2c1,CCO,325.0
CCCCCN1C=CC(=CC=C2C=CC(=[N+](C)C)c3ccccc32)c2ccccc21,C1COCCO1,495.0
CCCCC1(CCCC)c2cc(C#Cc3ccc(C=C(c4ccccc4)c4ccccc4)cc3)ccc2-c2ccc(C#Cc3ccc(C=C(c4ccccc4)c4ccccc4)cc3)cc21,C1CCOC1,376.0
COc1ccc2n1[B-](F)(F)[N+]1=CC=CC1=C2c1ccccc1,CC#N,493.0
CC(C)(C)c1ccc(-c2nc3c4ccc(-c5c6ccccc6cc6ccccc56)cc4c4cc(-c5c6ccccc6cc6ccccc56)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1,ClC=C(Cl)Cl,370.0
Cc1ccc(C2=C3C=CC(c4ccc[nH]4)=[N+]3[B-](F)(F)n3cccc32)cc1,ClCCl,575.0
N#C/C(=C\c1cn(-c2ccccc2)nc1-c1ccccc1)c1nc2ccccc2s1,CO,377.0
CCCOc1cc(-c2ccccn2)nc(-c2ccccn2)c1,CC#N,277.0
N#C/C(=C\c1cc2sc(-c3sc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)c4c3OCCO4)cc2s1)C(=O)O,ClCCl,501.0
Fc1ccc(-c2cccc3cnc(-c4ccccc4)n23)cc1,ClCCl,336.0
CCCCCCc1ccc(N(c2ccc(C=NN(c3ccccc3)c3ccc(C=C4SC(=S)N(CC(=O)O)C4=O)cc3)cc2)c2ccc(CCCCCC)cc2)cc1,ClC(Cl)Cl,498.0
CCC1=C(C)C2=C(C)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,C1CCCCC1,523.0
CN(C)c1ccc(-c2nc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)n2)cc1,CN(C)C=O,348.0
CCN(CC)c1cccc(C=O)c1,CCCCCC,367.0
CCOc1ccc2c(-c3nc(-c4cccc(C)c4)no3)cc(=O)oc2c1,ClC(Cl)Cl,322.0
CC1=CC(c2c3ccccc3cc3ccccc23)=[O+][B-]2(OC(=O)C(=O)O2)O1,CC#N,494.0
COc1ccc(-c2ccc3ncnc(Nc4ccccc4)c3c2)cc1,ClC(Cl)Cl,348.0
CCN(CC)c1nc(-c2ccccc2)c(-c2ccc([N+](=O)[O-])s2)s1,C1CCOC1,479.0
CCCOc1cc2c(C(C)(C)C)c(c1)Cc1cc(OCCCCC(=O)OCc3cc(/C=C(\C#N)C(=O)O)sc3-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc(c1C(C)(C)C)Cc1cc(OCCC)cc(c1C(C)(C)C)Cc1cc(OCCCCC(=O)OCc3cc(C=C(C#N)C(=O)O)sc3-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc(c1C(C)(C)C)C2,C1CCOC1,425.0
CC1=C(Cl)C(C)=[N+]2C1=C(C)c1c(C)c(Cl)c(C)n1[B-]2(F)F,CO,517.0
COC(=O)c1cc(=O)n(C)c2cc(-c3cccc(N(C)C)c3)sc12,ClCCl,396.0
CC[C@H](C)C[O+]=C1C=CC(=C2c3c(C)cc(C)n3[B-](F)(F)n3c(C)cc(C)c32)C=C1,ClCCl,501.0
[O-]c1c(-c2ccccc2)cc(-[n+]2c(-c3ccccc3)cc(-c3ccccc3)cc2-c2ccccc2)cc1-c1ccccc1,OCCOCCO,531.0
CC(C)c1ccc2ccc3cccc4ccc1c2c34,CCCCCC,338.0
N#Cc1cc2ccc(O)cc2oc1=O,CC#N,352.0
Cc1c(C)n2c(COC(=O)c3ccccc3I)c(C)c(=O)n2c1=O,CCO,377.0
C[O+]=C1C=CC2=c3c(c(-c4ccccc4)c4n3[B-](F)(F)n3c(-c5ccc(N6CCCCC6)cc5)cc(-c5ccccc5)c3N=4)CCC2=C1,ClC(Cl)Cl,774.0
O=C1OC(=O)c2ccc(N(c3ccccc3)c3c4ccccc4cc4ccccc34)c3cccc1c23,c1ccccc1,450.0
N#CC(=Cc1ccc(-c2ncc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c3nsnc23)s1)C(=O)O,C1CCOC1,548.0
CCN(CC)c1ccc2c(c1)C(F)(F)C(=C(C#N)C#N)C=C2C#N,O,694.0
CC(=O)O[B-]1(OC(C)=O)OC(/C=C/c2ccc(C)cc2)=CC(/C=C/c2ccc(C)cc2)=[O+]1,CC(C)=O,434.0
N#Cc1cc2cc3ccccc3nc2[nH]c1=N,CC(C)=O,387.0
CCc1c(C)[nH]c(-c2c(Cl)cc3n2[B-](F)(F)[N+]2=C(c4ccc[nH]4)C(Cl)=CC2=C3c2ccccc2)c1C,CCCCCC,724.0
O=C1c2ccc3c4c(NC5CCCCC5)cc5c6c(ccc(c7c(NC8CCCCC8)cc(c2c37)C(=O)N1C1CCCCC1)c64)C(=O)N(C1CCCCC1)C5=O,ClC(Cl)Cl,703.0
COc1ccc(/C=C/C=C/C2=NC3C(O)=NC(=N)NC3N2[C@H]2C[C@H](O)[C@@H](CO)O2)cc1,CC#N,352.0
N#CC(=Cc1ccc(-c2ccc(-c3c4c5ccccc5oc(-c5ccc(N(c6ccccc6)c6ccccc6)cc5)c-4c4ccccc34)s2)s1)C(=O)O,ClC(Cl)Cl,414.0
O=C1[C@H]2[C@H]3C=C[C@H](C3)[C@H]2C(=O)N1c1ccc2cc3ccccc3cc2c1,ClC(Cl)Cl,380.0
N#CC(C#N)=Cc1ccc(-c2ccc(O)c(-c3nc4ccccc4s3)c2)o1,O,429.0
CCN(CC)c1ccc2c(C#N)c(/C=C(\C#N)c3nc4ccccc4o3)c(=O)oc2c1,CO,599.0
CCCCCCC(CCCCCC)N1C(=O)c2cccc3c(-c4ccccc4)ccc(c23)C1=O,ClC(Cl)Cl,355.0
CC(=O)c1c2c(cc3ccc(N(C)C)cc13)CCC2,C1CCOC1,377.0
N#Cc1ccc(/C=C/c2ncc(-c3ccccc3)o2)cc1,ClCCl,360.0
CC1(C)[C@@H]2CC[C@]1(C)c1nc3cc(-c4cccs4)ccc3nc12,ClC(Cl)Cl,352.0
Cc1ccc(C2=c3cc4c(n3[B-](F)(F)n3c2cc2c5ccccc5oc23)=[O+]c2ccccc2-4)cc1,C1CCOC1,581.0
O=C(O)c1c(Br)c(Br)c(Br)c(Br)c1C1=C2C=CC=[N+]2[B-](F)(F)n2cccc21,CCO,514.0
COc1cc2c(cc1/C=C/C(=C(C#N)C#N)c1ccccc1)c1ccccc1n2C,C1CCOC1,463.0
O=c1[nH]c2[n+](c3ccccc13)[B-](F)(F)Oc1ccccc1-2,Cc1ccccc1,354.0
CCC1(CC)c2cc(B(c3c(C)cc(C)cc3C)c3c(C)cc(C)cc3C)ccc2-c2c1c1c(c3c2C(CC)(CC)c2cc(N(c4ccccc4)c4ccccc4)ccc2-3)C(CC)(CC)c2cc(B(c3c(C)cc(C)cc3C)c3c(C)cc(C)cc3C)ccc2-1,CC(C)=O,360.0
Nc1ccc2c(c1)Cc1c-2[o+]c2c(c1-c1ccccc1)Cc1cc(N)ccc1-2,CCO,598.0
CC1=CC(C)=[N+]2C1=C(c1ccccc1C)c1c(C)cc(C)n1[B-]2(F)F,CCCCCC,502.0
COc1ccc(Nc2ccc3ccccc3n2)cc1,CCO,358.0
CCc1c(C)c2n(c1C)[B-]1(c3ccccc3)Oc3ccccc3C3=[N+]1C(=C2)c1ccccc13,Cc1ccccc1,629.0
O=C(O)c1c(Br)c(Br)c(Br)c(Br)c1C1=C2C=CC=[N+]2[B-](F)(F)n2cccc21,CCCCCC,516.0
CCCCCCCCOc1c(C)cc(-c2cc(CCCCCC)c(/C=C(\C#N)C(=O)O)s2)cc1C,ClC(Cl)Cl,413.0
CCCCCCCCN1c2ccc(C(=O)O)cc2C(C)(C)[C@@H]1/C=C1\C(=O)[C@H](c2cc3sc(-c4ccc5c(c4)Sc4cc(OC[C@@H](CC)CCCC)ccc4[NH+]5CCCCCC)cc3s2)[C@@H]1[O],C1CCOC1,662.0
